TIME,CH2,,Model,MSO4054
-1.82E+00,1.36,,,
-1.82E+00,1.44,,,
-1.82E+00,1.6,,,
-1.82E+00,1.52,,,
-1.82E+00,1.52,,,
-1.82E+00,1.52,,,
-1.82E+00,1.6,,,
-1.81E+00,1.52,,,
-1.81E+00,1.52,,,
-1.81E+00,1.52,,,
-1.81E+00,1.76,,,
-1.81E+00,1.52,,,
-1.81E+00,1.36,,,
-1.81E+00,1.44,,,
-1.81E+00,1.52,,,
-1.81E+00,1.44,,,
-1.81E+00,1.6,,,
-1.81E+00,1.52,,,
-1.81E+00,1.36,,,
-1.81E+00,1.28,,,
-1.81E+00,1.52,,,
-1.81E+00,1.6,,,
-1.81E+00,1.52,,,
-1.81E+00,1.68,,,
-1.81E+00,1.52,,,
-1.81E+00,1.52,,,
-1.81E+00,1.6,,,
-1.81E+00,1.52,,,
-1.81E+00,1.52,,,
-1.81E+00,1.52,,,
-1.81E+00,1.44,,,
-1.81E+00,1.52,,,
-1.80E+00,1.44,,,
-1.80E+00,1.52,,,
-1.80E+00,1.6,,,
-1.80E+00,1.44,,,
-1.80E+00,1.6,,,
-1.80E+00,1.52,,,
-1.80E+00,1.36,,,
-1.80E+00,1.6,,,
-1.80E+00,1.44,,,
-1.80E+00,1.44,,,
-1.80E+00,1.52,,,
-1.80E+00,1.6,,,
-1.80E+00,1.52,,,
-1.80E+00,1.6,,,
-1.80E+00,1.52,,,
-1.80E+00,1.68,,,
-1.80E+00,1.52,,,
-1.80E+00,1.52,,,
-1.80E+00,1.52,,,
-1.80E+00,1.44,,,
-1.80E+00,1.44,,,
-1.80E+00,1.6,,,
-1.80E+00,1.52,,,
-1.80E+00,1.44,,,
-1.80E+00,1.36,,,
-1.79E+00,1.52,,,
-1.79E+00,1.52,,,
-1.79E+00,1.6,,,
-1.79E+00,1.52,,,
-1.79E+00,1.6,,,
-1.79E+00,1.44,,,
-1.79E+00,1.6,,,
-1.79E+00,1.36,,,
-1.79E+00,1.6,,,
-1.79E+00,1.6,,,
-1.79E+00,1.52,,,
-1.79E+00,1.36,,,
-1.79E+00,1.6,,,
-1.79E+00,1.6,,,
-1.79E+00,1.6,,,
-1.79E+00,1.52,,,
-1.79E+00,1.44,,,
-1.79E+00,1.6,,,
-1.79E+00,1.44,,,
-1.79E+00,1.6,,,
-1.79E+00,1.52,,,
-1.79E+00,1.52,,,
-1.79E+00,1.6,,,
-1.79E+00,1.52,,,
-1.79E+00,1.52,,,
-1.78E+00,1.44,,,
-1.78E+00,1.52,,,
-1.78E+00,1.6,,,
-1.78E+00,1.44,,,
-1.78E+00,1.36,,,
-1.78E+00,1.52,,,
-1.78E+00,1.6,,,
-1.78E+00,1.68,,,
-1.78E+00,1.52,,,
-1.78E+00,1.44,,,
-1.78E+00,1.6,,,
-1.78E+00,1.68,,,
-1.78E+00,1.6,,,
-1.78E+00,1.28,,,
-1.78E+00,1.44,,,
-1.78E+00,1.6,,,
-1.78E+00,1.6,,,
-1.78E+00,1.6,,,
-1.78E+00,1.52,,,
-1.78E+00,1.6,,,
-1.78E+00,1.44,,,
-1.78E+00,1.44,,,
-1.78E+00,1.6,,,
-1.78E+00,1.44,,,
-1.78E+00,1.6,,,
-1.77E+00,1.44,,,
-1.77E+00,1.6,,,
-1.77E+00,1.68,,,
-1.77E+00,1.6,,,
-1.77E+00,1.6,,,
-1.77E+00,1.44,,,
-1.77E+00,1.52,,,
-1.77E+00,1.6,,,
-1.77E+00,1.36,,,
-1.77E+00,1.52,,,
-1.77E+00,1.52,,,
-1.77E+00,1.6,,,
-1.77E+00,1.44,,,
-1.77E+00,1.68,,,
-1.77E+00,1.6,,,
-1.77E+00,1.6,,,
-1.77E+00,1.44,,,
-1.77E+00,1.44,,,
-1.77E+00,1.52,,,
-1.77E+00,1.68,,,
-1.77E+00,1.6,,,
-1.77E+00,1.44,,,
-1.77E+00,1.52,,,
-1.77E+00,1.6,,,
-1.77E+00,1.52,,,
-1.76E+00,1.36,,,
-1.76E+00,1.6,,,
-1.76E+00,1.52,,,
-1.76E+00,1.6,,,
-1.76E+00,1.52,,,
-1.76E+00,1.6,,,
-1.76E+00,1.52,,,
-1.76E+00,1.52,,,
-1.76E+00,1.44,,,
-1.76E+00,1.44,,,
-1.76E+00,1.52,,,
-1.76E+00,1.68,,,
-1.76E+00,1.6,,,
-1.76E+00,1.52,,,
-1.76E+00,1.52,,,
-1.76E+00,1.6,,,
-1.76E+00,1.52,,,
-1.76E+00,1.6,,,
-1.76E+00,1.44,,,
-1.76E+00,1.44,,,
-1.76E+00,1.36,,,
-1.76E+00,1.6,,,
-1.76E+00,1.52,,,
-1.76E+00,1.44,,,
-1.76E+00,1.6,,,
-1.75E+00,1.6,,,
-1.75E+00,1.52,,,
-1.75E+00,1.36,,,
-1.75E+00,1.6,,,
-1.75E+00,1.6,,,
-1.75E+00,1.52,,,
-1.75E+00,1.36,,,
-1.75E+00,1.52,,,
-1.75E+00,1.52,,,
-1.75E+00,1.6,,,
-1.75E+00,1.6,,,
-1.75E+00,1.44,,,
-1.75E+00,1.44,,,
-1.75E+00,1.68,,,
-1.75E+00,1.6,,,
-1.75E+00,1.6,,,
-1.75E+00,1.52,,,
-1.75E+00,1.52,,,
-1.75E+00,1.68,,,
-1.75E+00,1.52,,,
-1.75E+00,1.52,,,
-1.75E+00,1.52,,,
-1.75E+00,1.6,,,
-1.75E+00,1.52,,,
-1.75E+00,1.6,,,
-1.74E+00,1.52,,,
-1.74E+00,1.52,,,
-1.74E+00,1.44,,,
-1.74E+00,1.6,,,
-1.74E+00,1.44,,,
-1.74E+00,1.44,,,
-1.74E+00,1.6,,,
-1.74E+00,1.52,,,
-1.74E+00,1.6,,,
-1.74E+00,1.44,,,
-1.74E+00,1.44,,,
-1.74E+00,1.52,,,
-1.74E+00,1.68,,,
-1.74E+00,1.36,,,
-1.74E+00,1.52,,,
-1.74E+00,1.52,,,
-1.74E+00,1.52,,,
-1.74E+00,1.6,,,
-1.74E+00,1.44,,,
-1.74E+00,1.44,,,
-1.74E+00,1.52,,,
-1.74E+00,1.6,,,
-1.74E+00,1.6,,,
-1.74E+00,1.52,,,
-1.74E+00,1.6,,,
-1.73E+00,1.6,,,
-1.73E+00,1.52,,,
-1.73E+00,1.44,,,
-1.73E+00,1.6,,,
-1.73E+00,1.52,,,
-1.73E+00,1.36,,,
-1.73E+00,1.52,,,
-1.73E+00,1.44,,,
-1.73E+00,1.52,,,
-1.73E+00,1.6,,,
-1.73E+00,1.68,,,
-1.73E+00,1.52,,,
-1.73E+00,1.52,,,
-1.73E+00,1.28,,,
-1.73E+00,1.44,,,
-1.73E+00,1.52,,,
-1.73E+00,1.44,,,
-1.73E+00,1.52,,,
-1.73E+00,1.6,,,
-1.73E+00,1.6,,,
-1.73E+00,1.52,,,
-1.73E+00,1.36,,,
-1.73E+00,1.52,,,
-1.73E+00,1.52,,,
-1.73E+00,1.52,,,
-1.72E+00,1.44,,,
-1.72E+00,1.6,,,
-1.72E+00,1.6,,,
-1.72E+00,1.52,,,
-1.72E+00,1.52,,,
-1.72E+00,1.44,,,
-1.72E+00,1.6,,,
-1.72E+00,1.68,,,
-1.72E+00,1.68,,,
-1.72E+00,1.52,,,
-1.72E+00,1.52,,,
-1.72E+00,1.6,,,
-1.72E+00,1.6,,,
-1.72E+00,1.52,,,
-1.72E+00,1.44,,,
-1.72E+00,1.6,,,
-1.72E+00,1.52,,,
-1.72E+00,1.68,,,
-1.72E+00,1.44,,,
-1.72E+00,1.44,,,
-1.72E+00,1.6,,,
-1.72E+00,1.6,,,
-1.72E+00,1.44,,,
-1.72E+00,1.6,,,
-1.72E+00,1.52,,,
-1.71E+00,1.6,,,
-1.71E+00,1.44,,,
-1.71E+00,1.52,,,
-1.71E+00,1.68,,,
-1.71E+00,1.52,,,
-1.71E+00,1.44,,,
-1.71E+00,1.44,,,
-1.71E+00,1.76,,,
-1.71E+00,1.68,,,
-1.71E+00,1.6,,,
-1.71E+00,1.6,,,
-1.71E+00,1.6,,,
-1.71E+00,1.6,,,
-1.71E+00,1.6,,,
-1.71E+00,1.6,,,
-1.71E+00,1.6,,,
-1.71E+00,1.52,,,
-1.71E+00,1.52,,,
-1.71E+00,1.44,,,
-1.71E+00,1.6,,,
-1.71E+00,1.52,,,
-1.71E+00,1.52,,,
-1.71E+00,1.6,,,
-1.71E+00,1.6,,,
-1.71E+00,1.6,,,
-1.70E+00,1.6,,,
-1.70E+00,1.6,,,
-1.70E+00,1.52,,,
-1.70E+00,1.36,,,
-1.70E+00,1.36,,,
-1.70E+00,1.44,,,
-1.70E+00,1.52,,,
-1.70E+00,1.44,,,
-1.70E+00,1.44,,,
-1.70E+00,1.36,,,
-1.70E+00,1.52,,,
-1.70E+00,1.52,,,
-1.70E+00,2,,,
-1.70E+00,1.52,,,
-1.70E+00,1.52,,,
-1.70E+00,1.6,,,
-1.70E+00,1.6,,,
-1.70E+00,1.6,,,
-1.70E+00,1.6,,,
-1.70E+00,1.36,,,
-1.70E+00,1.6,,,
-1.70E+00,1.44,,,
-1.70E+00,1.52,,,
-1.70E+00,1.44,,,
-1.70E+00,1.52,,,
-1.69E+00,1.52,,,
-1.69E+00,1.52,,,
-1.69E+00,1.36,,,
-1.69E+00,1.44,,,
-1.69E+00,1.44,,,
-1.69E+00,1.52,,,
-1.69E+00,1.6,,,
-1.69E+00,1.52,,,
-1.69E+00,1.6,,,
-1.69E+00,1.6,,,
-1.69E+00,1.68,,,
-1.69E+00,1.52,,,
-1.69E+00,1.44,,,
-1.69E+00,1.68,,,
-1.69E+00,1.36,,,
-1.69E+00,1.68,,,
-1.69E+00,1.6,,,
-1.69E+00,1.36,,,
-1.69E+00,1.6,,,
-1.69E+00,1.52,,,
-1.69E+00,1.44,,,
-1.69E+00,1.6,,,
-1.69E+00,1.6,,,
-1.69E+00,1.52,,,
-1.69E+00,1.52,,,
-1.68E+00,1.52,,,
-1.68E+00,1.52,,,
-1.68E+00,1.52,,,
-1.68E+00,1.44,,,
-1.68E+00,1.44,,,
-1.68E+00,1.36,,,
-1.68E+00,1.44,,,
-1.68E+00,1.6,,,
-1.68E+00,1.44,,,
-1.68E+00,1.36,,,
-1.68E+00,1.52,,,
-1.68E+00,1.6,,,
-1.68E+00,1.52,,,
-1.68E+00,1.44,,,
-1.68E+00,1.52,,,
-1.68E+00,1.36,,,
-1.68E+00,1.52,,,
-1.68E+00,1.52,,,
-1.68E+00,1.6,,,
-1.68E+00,1.52,,,
-1.68E+00,1.52,,,
-1.68E+00,1.68,,,
-1.68E+00,1.44,,,
-1.68E+00,1.44,,,
-1.68E+00,1.68,,,
-1.67E+00,1.44,,,
-1.67E+00,1.52,,,
-1.67E+00,1.44,,,
-1.67E+00,1.68,,,
-1.67E+00,1.6,,,
-1.67E+00,1.44,,,
-1.67E+00,1.52,,,
-1.67E+00,1.44,,,
-1.67E+00,1.68,,,
-1.67E+00,1.6,,,
-1.67E+00,1.68,,,
-1.67E+00,1.44,,,
-1.67E+00,1.6,,,
-1.67E+00,1.52,,,
-1.67E+00,1.76,,,
-1.67E+00,1.68,,,
-1.67E+00,1.52,,,
-1.67E+00,1.6,,,
-1.67E+00,1.6,,,
-1.67E+00,1.52,,,
-1.67E+00,1.44,,,
-1.67E+00,1.52,,,
-1.67E+00,1.6,,,
-1.67E+00,1.52,,,
-1.67E+00,1.52,,,
-1.66E+00,1.52,,,
-1.66E+00,1.52,,,
-1.66E+00,1.36,,,
-1.66E+00,1.6,,,
-1.66E+00,1.52,,,
-1.66E+00,1.52,,,
-1.66E+00,1.6,,,
-1.66E+00,1.6,,,
-1.66E+00,1.36,,,
-1.66E+00,1.44,,,
-1.66E+00,1.44,,,
-1.66E+00,1.6,,,
-1.66E+00,1.68,,,
-1.66E+00,1.52,,,
-1.66E+00,1.52,,,
-1.66E+00,1.6,,,
-1.66E+00,1.44,,,
-1.66E+00,1.52,,,
-1.66E+00,1.44,,,
-1.66E+00,1.44,,,
-1.66E+00,1.6,,,
-1.66E+00,1.6,,,
-1.66E+00,1.6,,,
-1.66E+00,1.52,,,
-1.66E+00,1.6,,,
-1.65E+00,1.44,,,
-1.65E+00,1.6,,,
-1.65E+00,1.52,,,
-1.65E+00,1.52,,,
-1.65E+00,1.6,,,
-1.65E+00,1.6,,,
-1.65E+00,1.52,,,
-1.65E+00,1.52,,,
-1.65E+00,1.44,,,
-1.65E+00,1.52,,,
-1.65E+00,1.6,,,
-1.65E+00,1.52,,,
-1.65E+00,1.44,,,
-1.65E+00,1.52,,,
-1.65E+00,1.52,,,
-1.65E+00,1.6,,,
-1.65E+00,1.52,,,
-1.65E+00,1.44,,,
-1.65E+00,1.44,,,
-1.65E+00,1.36,,,
-1.65E+00,1.52,,,
-1.65E+00,1.6,,,
-1.65E+00,1.52,,,
-1.65E+00,1.52,,,
-1.65E+00,1.52,,,
-1.64E+00,1.6,,,
-1.64E+00,1.6,,,
-1.64E+00,1.52,,,
-1.64E+00,1.52,,,
-1.64E+00,1.52,,,
-1.64E+00,1.44,,,
-1.64E+00,1.6,,,
-1.64E+00,1.6,,,
-1.64E+00,1.52,,,
-1.64E+00,1.52,,,
-1.64E+00,1.44,,,
-1.64E+00,1.76,,,
-1.64E+00,1.6,,,
-1.64E+00,1.52,,,
-1.64E+00,1.44,,,
-1.64E+00,1.44,,,
-1.64E+00,1.36,,,
-1.64E+00,1.6,,,
-1.64E+00,1.68,,,
-1.64E+00,1.52,,,
-1.64E+00,1.44,,,
-1.64E+00,1.44,,,
-1.64E+00,1.6,,,
-1.64E+00,1.6,,,
-1.64E+00,1.6,,,
-1.63E+00,1.52,,,
-1.63E+00,1.44,,,
-1.63E+00,1.44,,,
-1.63E+00,1.44,,,
-1.63E+00,1.84,,,
-1.63E+00,1.6,,,
-1.63E+00,1.52,,,
-1.63E+00,1.36,,,
-1.63E+00,1.52,,,
