TIME,CH2,,,Model,MSO4054
-1.07E+00,1.44,,,,
-1.07E+00,1.6,,,,
-1.07E+00,1.52,,,,
-1.07E+00,1.44,,,,
-1.07E+00,1.6,,,,
-1.07E+00,1.36,,,,
-1.07E+00,1.44,,,,
-1.07E+00,1.36,,,,
-1.06E+00,1.52,,,,
-1.06E+00,1.52,,,,
-1.06E+00,1.52,,,,
-1.06E+00,1.52,,,,
-1.06E+00,1.6,,,,
-1.06E+00,1.52,,,,
-1.06E+00,1.6,,,,
-1.06E+00,1.92,,,,
-1.06E+00,1.52,,,,
-1.06E+00,1.44,,,,
-1.06E+00,1.44,,,,
-1.06E+00,1.68,,,,
-1.06E+00,1.52,,,,
-1.06E+00,1.52,,,,
-1.06E+00,1.6,,,,
-1.06E+00,1.6,,,,
-1.06E+00,1.6,,,,
-1.06E+00,1.6,,,,
-1.06E+00,1.44,,,,
-1.06E+00,1.52,,,,
-1.06E+00,1.52,,,,
-1.06E+00,1.52,,,,
-1.06E+00,1.44,,,,
-1.06E+00,1.52,,,,
-1.06E+00,1.6,,,,
-1.05E+00,1.68,,,,
-1.05E+00,1.6,,,,
-1.05E+00,1.52,,,,
-1.05E+00,1.52,,,,
-1.05E+00,1.52,,,,
-1.05E+00,1.44,,,,
-1.05E+00,1.6,,,,
-1.05E+00,1.6,,,,
-1.05E+00,1.68,,,,
-1.05E+00,1.6,,,,
-1.05E+00,1.52,,,,
-1.05E+00,1.52,,,,
-1.05E+00,1.6,,,,
-1.05E+00,1.44,,,,
-1.05E+00,1.6,,,,
-1.05E+00,1.52,,,,
-1.05E+00,1.52,,,,
-1.05E+00,1.52,,,,
-1.05E+00,1.44,,,,
-1.05E+00,1.36,,,,
-1.05E+00,1.52,,,,
-1.05E+00,1.68,,,,
-1.05E+00,1.2,,,,
-1.05E+00,1.36,,,,
-1.05E+00,1.6,,,,
-1.04E+00,1.52,,,,
-1.04E+00,1.52,,,,
-1.04E+00,1.6,,,,
-1.04E+00,1.36,,,,
-1.04E+00,1.44,,,,
-1.04E+00,1.52,,,,
-1.04E+00,1.6,,,,
-1.04E+00,1.52,,,,
-1.04E+00,1.6,,,,
-1.04E+00,1.6,,,,
-1.04E+00,1.44,,,,
-1.04E+00,1.52,,,,
-1.04E+00,1.44,,,,
-1.04E+00,1.6,,,,
-1.04E+00,1.6,,,,
-1.04E+00,1.44,,,,
-1.04E+00,1.36,,,,
-1.04E+00,1.6,,,,
-1.04E+00,1.52,,,,
-1.04E+00,1.6,,,,
-1.04E+00,1.52,,,,
-1.04E+00,1.68,,,,
-1.04E+00,1.52,,,,
-1.04E+00,1.52,,,,
-1.04E+00,1.36,,,,
-1.03E+00,1.36,,,,
-1.03E+00,1.52,,,,
-1.03E+00,1.52,,,,
-1.03E+00,1.6,,,,
-1.03E+00,1.52,,,,
-1.03E+00,1.52,,,,
-1.03E+00,1.36,,,,
-1.03E+00,1.76,,,,
-1.03E+00,1.44,,,,
-1.03E+00,1.44,,,,
-1.03E+00,1.68,,,,
-1.03E+00,1.44,,,,
-1.03E+00,1.52,,,,
-1.03E+00,1.44,,,,
-1.03E+00,1.52,,,,
-1.03E+00,1.52,,,,
-1.03E+00,1.68,,,,
-1.03E+00,1.6,,,,
-1.03E+00,1.44,,,,
-1.03E+00,1.52,,,,
-1.03E+00,1.52,,,,
-1.03E+00,1.44,,,,
-1.03E+00,1.44,,,,
-1.03E+00,1.6,,,,
-1.03E+00,1.68,,,,
-1.02E+00,1.76,,,,
-1.02E+00,1.44,,,,
-1.02E+00,1.44,,,,
-1.02E+00,1.44,,,,
-1.02E+00,1.44,,,,
-1.02E+00,1.52,,,,
-1.02E+00,1.52,,,,
-1.02E+00,1.52,,,,
-1.02E+00,1.44,,,,
-1.02E+00,1.84,,,,
-1.02E+00,1.52,,,,
-1.02E+00,1.68,,,,
-1.02E+00,1.52,,,,
-1.02E+00,1.52,,,,
-1.02E+00,1.36,,,,
-1.02E+00,1.6,,,,
-1.02E+00,1.6,,,,
-1.02E+00,1.44,,,,
-1.02E+00,1.44,,,,
-1.02E+00,1.44,,,,
-1.02E+00,1.68,,,,
-1.02E+00,1.36,,,,
-1.02E+00,1.44,,,,
-1.02E+00,1.68,,,,
-1.02E+00,1.6,,,,
-1.01E+00,1.6,,,,
-1.01E+00,1.36,,,,
-1.01E+00,1.52,,,,
-1.01E+00,1.68,,,,
-1.01E+00,1.44,,,,
-1.01E+00,1.6,,,,
-1.01E+00,1.52,,,,
-1.01E+00,1.52,,,,
-1.01E+00,1.52,,,,
-1.01E+00,1.6,,,,
-1.01E+00,1.44,,,,
-1.01E+00,1.44,,,,
-1.01E+00,1.52,,,,
-1.01E+00,1.52,,,,
-1.01E+00,1.36,,,,
-1.01E+00,1.52,,,,
-1.01E+00,1.52,,,,
-1.01E+00,1.6,,,,
-1.01E+00,1.52,,,,
-1.01E+00,1.68,,,,
-1.01E+00,1.68,,,,
-1.01E+00,1.52,,,,
-1.01E+00,1.52,,,,
-1.01E+00,1.44,,,,
-1.01E+00,1.76,,,,
-1.00E+00,1.6,,,,
-1.00E+00,1.52,,,,
-1.00E+00,1.44,,,,
-1.00E+00,1.52,,,,
-1.00E+00,1.52,,,,
-1.00E+00,1.6,,,,
-1.00E+00,1.6,,,,
-1.00E+00,1.44,,,,
-1.00E+00,1.52,,,,
-1.00E+00,1.68,,,,
-1.00E+00,1.76,,,,
-1.00E+00,1.44,,,,
-1.00E+00,1.52,,,,
-1.00E+00,1.52,,,,
-9.99E-01,1.52,,,,
-9.99E-01,1.68,,,,
-9.98E-01,1.44,,,,
-9.98E-01,1.6,,,,
-9.98E-01,1.44,,,,
-9.97E-01,1.68,,,,
-9.97E-01,1.6,,,,
-9.96E-01,1.36,,,,
-9.96E-01,1.6,,,,
-9.96E-01,1.6,,,,
-9.95E-01,1.44,,,,
-9.95E-01,1.36,,,,
-9.94E-01,1.52,,,,
-9.94E-01,1.52,,,,
-9.94E-01,1.6,,,,
-9.93E-01,1.6,,,,
-9.93E-01,1.44,,,,
-9.92E-01,1.44,,,,
-9.92E-01,1.6,,,,
-9.92E-01,1.52,,,,
-9.91E-01,1.44,,,,
-9.91E-01,1.6,,,,
-9.90E-01,1.44,,,,
-9.90E-01,1.52,,,,
-9.90E-01,1.44,,,,
-9.89E-01,1.52,,,,
-9.89E-01,1.6,,,,
-9.88E-01,1.52,,,,
-9.88E-01,1.36,,,,
-9.88E-01,1.6,,,,
-9.87E-01,1.6,,,,
-9.87E-01,1.6,,,,
-9.86E-01,1.36,,,,
-9.86E-01,1.6,,,,
-9.86E-01,1.6,,,,
-9.85E-01,1.6,,,,
-9.85E-01,1.68,,,,
-9.84E-01,1.52,,,,
-9.84E-01,1.6,,,,
-9.84E-01,1.52,,,,
-9.83E-01,1.52,,,,
-9.83E-01,1.44,,,,
-9.82E-01,1.44,,,,
-9.82E-01,1.6,,,,
-9.82E-01,1.6,,,,
-9.81E-01,1.44,,,,
-9.81E-01,1.44,,,,
-9.80E-01,1.2,,,,
-9.80E-01,1.52,,,,
-9.80E-01,1.44,,,,
-9.79E-01,1.6,,,,
-9.79E-01,1.52,,,,
-9.78E-01,1.52,,,,
-9.78E-01,1.36,,,,
-9.78E-01,1.52,,,,
-9.77E-01,1.6,,,,
-9.77E-01,1.6,,,,
-9.76E-01,1.44,,,,
-9.76E-01,1.52,,,,
-9.76E-01,1.6,,,,
-9.75E-01,1.44,,,,
-9.75E-01,1.52,,,,
-9.74E-01,1.44,,,,
-9.74E-01,1.44,,,,
-9.74E-01,1.6,,,,
-9.73E-01,1.68,,,,
-9.73E-01,1.52,,,,
-9.72E-01,1.36,,,,
-9.72E-01,1.52,,,,
-9.72E-01,1.68,,,,
-9.71E-01,1.6,,,,
-9.71E-01,1.52,,,,
-9.70E-01,1.6,,,,
-9.70E-01,1.6,,,,
-9.70E-01,1.6,,,,
-9.69E-01,1.52,,,,
-9.69E-01,1.36,,,,
-9.68E-01,1.6,,,,
-9.68E-01,1.6,,,,
-9.68E-01,1.76,,,,
-9.67E-01,1.6,,,,
-9.67E-01,1.52,,,,
-9.66E-01,1.6,,,,
-9.66E-01,1.52,,,,
-9.66E-01,1.6,,,,
-9.65E-01,1.44,,,,
-9.65E-01,1.6,,,,
-9.64E-01,1.36,,,,
-9.64E-01,1.52,,,,
-9.64E-01,1.52,,,,
-9.63E-01,1.6,,,,
-9.63E-01,1.44,,,,
-9.62E-01,1.76,,,,
-9.62E-01,1.6,,,,
-9.62E-01,1.6,,,,
-9.61E-01,1.52,,,,
-9.61E-01,1.44,,,,
-9.60E-01,1.44,,,,
-9.60E-01,1.52,,,,
-9.60E-01,1.68,,,,
-9.59E-01,1.28,,,,
-9.59E-01,1.44,,,,
-9.58E-01,1.36,,,,
-9.58E-01,1.6,,,,
-9.58E-01,1.76,,,,
-9.57E-01,1.52,,,,
-9.57E-01,1.44,,,,
-9.56E-01,1.52,,,,
-9.56E-01,1.68,,,,
-9.56E-01,1.68,,,,
-9.55E-01,1.52,,,,
-9.55E-01,1.36,,,,
-9.54E-01,1.6,,,,
-9.54E-01,1.52,,,,
-9.54E-01,1.76,,,,
-9.53E-01,1.36,,,,
-9.53E-01,1.36,,,,
-9.52E-01,1.44,,,,
-9.52E-01,1.52,,,,
-9.52E-01,1.44,,,,
-9.51E-01,1.52,,,,
-9.51E-01,1.44,,,,
-9.50E-01,1.68,,,,
-9.50E-01,1.52,,,,
-9.50E-01,1.36,,,,
-9.49E-01,1.68,,,,
-9.49E-01,1.6,,,,
-9.48E-01,1.52,,,,
-9.48E-01,1.52,,,,
-9.48E-01,1.44,,,,
-9.47E-01,1.52,,,,
-9.47E-01,1.36,,,,
-9.46E-01,1.52,,,,
-9.46E-01,1.68,,,,
-9.46E-01,1.6,,,,
-9.45E-01,1.52,,,,
-9.45E-01,1.52,,,,
-9.44E-01,1.36,,,,
-9.44E-01,1.52,,,,
-9.44E-01,1.6,,,,
-9.43E-01,1.44,,,,
-9.43E-01,1.36,,,,
-9.42E-01,1.6,,,,
-9.42E-01,1.76,,,,
-9.42E-01,1.52,,,,
-9.41E-01,1.52,,,,
-9.41E-01,1.44,,,,
-9.40E-01,1.68,,,,
-9.40E-01,1.6,,,,
-9.40E-01,1.52,,,,
-9.39E-01,1.52,,,,
-9.39E-01,1.52,,,,
-9.38E-01,1.52,,,,
-9.38E-01,1.6,,,,
-9.38E-01,1.36,,,,
-9.37E-01,1.36,,,,
-9.37E-01,1.52,,,,
-9.36E-01,1.68,,,,
-9.36E-01,1.68,,,,
-9.36E-01,1.44,,,,
-9.35E-01,1.52,,,,
-9.35E-01,1.6,,,,
-9.34E-01,1.44,,,,
-9.34E-01,1.6,,,,
-9.34E-01,1.52,,,,
-9.33E-01,1.52,,,,
-9.33E-01,1.52,,,,
-9.32E-01,1.52,,,,
-9.32E-01,1.36,,,,
-9.32E-01,1.44,,,,
-9.31E-01,1.52,,,,
-9.31E-01,1.6,,,,
-9.30E-01,1.6,,,,
-9.30E-01,1.52,,,,
-9.30E-01,1.44,,,,
-9.29E-01,1.52,,,,
-9.29E-01,1.36,,,,
-9.28E-01,1.6,,,,
-9.28E-01,1.6,,,,
-9.28E-01,1.6,,,,
-9.27E-01,1.36,,,,
-9.27E-01,1.44,,,,
-9.26E-01,1.76,,,,
-9.26E-01,1.6,,,,
-9.26E-01,1.6,,,,
-9.25E-01,1.52,,,,
-9.25E-01,1.6,,,,
-9.24E-01,1.52,,,,
-9.24E-01,1.6,,,,
-9.24E-01,1.36,,,,
-9.23E-01,1.44,,,,
-9.23E-01,1.36,,,,
-9.22E-01,1.52,,,,
-9.22E-01,1.68,,,,
-9.22E-01,1.36,,,,
-9.21E-01,1.52,,,,
-9.21E-01,1.52,,,,
-9.20E-01,1.52,,,,
-9.20E-01,1.6,,,,
-9.20E-01,1.68,,,,
-9.19E-01,1.6,,,,
-9.19E-01,1.44,,,,
-9.18E-01,1.52,,,,
-9.18E-01,1.6,,,,
-9.18E-01,1.52,,,,
-9.17E-01,1.44,,,,
-9.17E-01,1.44,,,,
-9.16E-01,1.44,,,,
-9.16E-01,1.44,,,,
-9.16E-01,1.36,,,,
-9.15E-01,1.52,,,,
-9.15E-01,1.44,,,,
-9.14E-01,1.52,,,,
-9.14E-01,1.52,,,,
-9.14E-01,1.52,,,,
-9.13E-01,1.44,,,,
-9.13E-01,1.6,,,,
-9.12E-01,1.68,,,,
-9.12E-01,1.52,,,,
-9.12E-01,1.52,,,,
-9.11E-01,1.44,,,,
-9.11E-01,1.52,,,,
-9.10E-01,1.52,,,,
-9.10E-01,1.52,,,,
-9.10E-01,1.44,,,,
-9.09E-01,1.52,,,,
-9.09E-01,1.52,,,,
-9.08E-01,1.52,,,,
-9.08E-01,1.52,,,,
-9.08E-01,1.68,,,,
-9.07E-01,1.52,,,,
-9.07E-01,1.68,,,,
-9.06E-01,1.6,,,,
-9.06E-01,1.44,,,,
-9.06E-01,1.44,,,,
-9.05E-01,1.6,,,,
-9.05E-01,1.52,,,,
-9.04E-01,1.44,,,,
-9.04E-01,1.6,,,,
-9.04E-01,1.52,,,,
-9.03E-01,1.6,,,,
-9.03E-01,1.52,,,,
-9.02E-01,1.44,,,,
-9.02E-01,1.6,,,,
-9.02E-01,1.68,,,,
-9.01E-01,1.6,,,,
-9.01E-01,1.6,,,,
-9.00E-01,1.6,,,,
-9.00E-01,1.52,,,,
-9.00E-01,1.6,,,,
-8.99E-01,1.52,,,,
-8.99E-01,1.76,,,,
-8.98E-01,1.6,,,,
-8.98E-01,1.6,,,,
-8.98E-01,1.28,,,,
-8.97E-01,1.6,,,,
-8.97E-01,1.68,,,,
-8.96E-01,1.6,,,,
-8.96E-01,1.36,,,,
-8.96E-01,1.44,,,,
-8.95E-01,1.52,,,,
-8.95E-01,1.68,,,,
-8.94E-01,1.44,,,,
-8.94E-01,1.52,,,,
-8.94E-01,1.44,,,,
-8.93E-01,1.68,,,,
-8.93E-01,1.6,,,,
-8.92E-01,1.52,,,,
-8.92E-01,1.36,,,,
-8.92E-01,1.44,,,,
-8.91E-01,1.6,,,,
-8.91E-01,1.52,,,,
-8.90E-01,1.52,,,,
-8.90E-01,1.6,,,,
-8.90E-01,1.52,,,,
-8.89E-01,1.52,,,,
-8.89E-01,1.52,,,,
-8.88E-01,1.52,,,,
-8.88E-01,1.52,,,,
-8.88E-01,1.52,,,,
-8.87E-01,1.52,,,,
-8.87E-01,1.6,,,,
-8.86E-01,1.52,,,,
-8.86E-01,1.52,,,,
-8.86E-01,1.36,,,,
-8.85E-01,1.52,,,,
-8.85E-01,1.6,,,,
-8.84E-01,1.68,,,,
-8.84E-01,1.52,,,,
-8.84E-01,1.52,,,,
-8.83E-01,1.52,,,,
-8.83E-01,1.68,,,,
-8.82E-01,1.44,,,,
-8.82E-01,1.52,,,,
-8.82E-01,1.44,,,,
-8.81E-01,1.52,,,,
-8.81E-01,1.6,,,,
-8.80E-01,1.52,,,,
-8.80E-01,1.44,,,,
-8.80E-01,1.76,,,,
-8.79E-01,1.52,,,,
-8.79E-01,1.52,,,,
-8.78E-01,1.52,,,,
-8.78E-01,1.6,,,,
-8.78E-01,1.6,,,,
-8.77E-01,1.68,,,,
-8.77E-01,1.52,,,,
-8.76E-01,1.6,,,,
-8.76E-01,1.52,,,,
-8.76E-01,1.6,,,,
-8.75E-01,1.44,,,,
-8.75E-01,1.36,,,,
-8.74E-01,1.68,,,,
-8.74E-01,1.52,,,,
-8.74E-01,1.6,,,,
-8.73E-01,1.44,,,,
-8.73E-01,1.44,,,,
-8.72E-01,1.52,,,,
-8.72E-01,1.6,,,,
-8.72E-01,1.44,,,,
-8.71E-01,1.44,,,,
-8.71E-01,1.6,,,,
-8.70E-01,1.44,,,,
-8.70E-01,1.6,,,,
-8.70E-01,1.52,,,,
-8.69E-01,1.68,,,,
-8.69E-01,1.6,,,,
-8.68E-01,1.52,,,,
-8.68E-01,1.36,,,,
-8.68E-01,1.52,,,,
-8.67E-01,1.68,,,,
-8.67E-01,1.52,,,,
-8.66E-01,1.36,,,,
-8.66E-01,1.52,,,,
-8.66E-01,1.6,,,,
-8.65E-01,1.44,,,,
-8.65E-01,1.84,,,,
-8.64E-01,1.44,,,,
-8.64E-01,1.44,,,,
-8.64E-01,1.52,,,,
-8.63E-01,1.6,,,,
-8.63E-01,1.52,,,,
-8.62E-01,1.36,,,,
-8.62E-01,1.36,,,,
-8.62E-01,1.6,,,,
-8.61E-01,1.44,,,,
-8.61E-01,1.36,,,,
-8.60E-01,1.6,,,,
-8.60E-01,1.6,,,,
-8.60E-01,1.44,,,,
-8.59E-01,1.6,,,,
-8.59E-01,1.6,,,,
-8.58E-01,1.52,,,,
-8.58E-01,1.52,,,,
-8.58E-01,1.6,,,,
-8.57E-01,1.52,,,,
-8.57E-01,1.6,,,,
-8.56E-01,1.52,,,,
-8.56E-01,1.52,,,,
-8.56E-01,1.6,,,,
-8.55E-01,1.6,,,,
-8.55E-01,1.44,,,,
-8.54E-01,1.52,,,,
-8.54E-01,1.6,,,,
-8.54E-01,1.44,,,,
-8.53E-01,1.6,,,,
-8.53E-01,1.52,,,,
-8.52E-01,1.52,,,,
-8.52E-01,1.52,,,,
-8.52E-01,1.6,,,,
-8.51E-01,1.6,,,,
-8.51E-01,1.52,,,,
-8.50E-01,1.44,,,,
-8.50E-01,1.68,,,,
-8.50E-01,1.52,,,,
-8.49E-01,1.6,,,,
-8.49E-01,1.44,,,,
-8.48E-01,1.52,,,,
-8.48E-01,1.44,,,,
-8.48E-01,1.52,,,,
-8.47E-01,1.44,,,,
-8.47E-01,1.52,,,,
-8.46E-01,1.52,,,,
-8.46E-01,1.52,,,,
-8.46E-01,1.52,,,,
-8.45E-01,1.36,,,,
-8.45E-01,1.6,,,,
-8.44E-01,1.52,,,,
-8.44E-01,1.6,,,,
-8.44E-01,1.52,,,,
-8.43E-01,1.36,,,,
-8.43E-01,1.6,,,,
-8.42E-01,1.6,,,,
-8.42E-01,1.52,,,,
-8.42E-01,1.36,,,,
-8.41E-01,1.6,,,,
-8.41E-01,1.6,,,,
-8.40E-01,1.6,,,,
-8.40E-01,1.6,,,,
-8.40E-01,1.44,,,,
-8.39E-01,1.68,,,,
-8.39E-01,1.44,,,,
-8.38E-01,1.52,,,,
-8.38E-01,1.52,,,,
-8.38E-01,1.6,,,,
-8.37E-01,1.6,,,,
-8.37E-01,1.36,,,,
-8.36E-01,1.36,,,,
-8.36E-01,1.52,,,,
-8.36E-01,1.6,,,,
-8.35E-01,1.52,,,,
-8.35E-01,1.6,,,,
-8.34E-01,1.6,,,,
-8.34E-01,1.6,,,,
-8.34E-01,1.68,,,,
-8.33E-01,1.52,,,,
-8.33E-01,1.44,,,,
-8.32E-01,1.52,,,,
-8.32E-01,1.44,,,,
-8.32E-01,1.52,,,,
-8.31E-01,1.36,,,,
-8.31E-01,1.52,,,,
-8.30E-01,1.6,,,,
-8.30E-01,1.52,,,,
-8.30E-01,1.36,,,,
-8.29E-01,1.44,,,,
-8.29E-01,1.44,,,,
-8.28E-01,1.36,,,,
-8.28E-01,1.6,,,,
-8.28E-01,1.6,,,,
-8.27E-01,1.44,,,,
-8.27E-01,1.28,,,,
-8.26E-01,1.68,,,,
-8.26E-01,1.6,,,,
-8.26E-01,1.52,,,,
-8.25E-01,1.52,,,,
-8.25E-01,1.52,,,,
-8.24E-01,1.44,,,,
-8.24E-01,1.52,,,,
-8.24E-01,1.52,,,,
-8.23E-01,1.6,,,,
-8.23E-01,1.52,,,,
-8.22E-01,1.6,,,,
-8.22E-01,1.6,,,,
-8.22E-01,1.6,,,,
-8.21E-01,1.52,,,,
-8.21E-01,1.52,,,,
-8.20E-01,1.68,,,,
-8.20E-01,1.6,,,,
-8.20E-01,1.68,,,,
-8.19E-01,1.52,,,,
-8.19E-01,1.52,,,,
-8.18E-01,1.6,,,,
-8.18E-01,1.68,,,,
-8.18E-01,1.52,,,,
-8.17E-01,1.6,,,,
-8.17E-01,1.36,,,,
-8.16E-01,1.52,,,,
-8.16E-01,1.52,,,,
-8.16E-01,1.44,,,,
-8.15E-01,1.6,,,,
-8.15E-01,1.52,,,,
-8.14E-01,1.6,,,,
-8.14E-01,1.52,,,,
-8.14E-01,1.52,,,,
-8.13E-01,1.52,,,,
-8.13E-01,1.52,,,,
-8.12E-01,1.44,,,,
-8.12E-01,1.6,,,,
-8.12E-01,1.44,,,,
-8.11E-01,1.6,,,,
-8.11E-01,1.52,,,,
-8.10E-01,1.52,,,,
-8.10E-01,1.44,,,,
-8.10E-01,1.52,,,,
-8.09E-01,1.52,,,,
-8.09E-01,1.36,,,,
-8.08E-01,1.52,,,,
-8.08E-01,1.76,,,,
-8.08E-01,1.52,,,,
-8.07E-01,1.28,,,,
-8.07E-01,1.68,,,,
-8.06E-01,1.76,,,,
-8.06E-01,1.52,,,,
-8.06E-01,1.52,,,,
-8.05E-01,1.44,,,,
-8.05E-01,1.6,,,,
-8.04E-01,1.44,,,,
-8.04E-01,1.52,,,,
-8.04E-01,1.44,,,,
-8.03E-01,1.44,,,,
-8.03E-01,1.68,,,,
-8.02E-01,1.52,,,,
-8.02E-01,1.36,,,,
-8.02E-01,1.36,,,,
-8.01E-01,1.52,,,,
-8.01E-01,1.52,,,,
-8.00E-01,1.6,,,,
-8.00E-01,1.52,,,,
-8.00E-01,1.44,,,,
-7.99E-01,1.52,,,,
-7.99E-01,1.52,,,,
-7.98E-01,1.44,,,,
-7.98E-01,1.6,,,,
-7.98E-01,1.52,,,,
-7.97E-01,1.44,,,,
-7.97E-01,1.44,,,,
-7.96E-01,1.52,,,,
-7.96E-01,1.6,,,,
-7.96E-01,1.52,,,,
-7.95E-01,1.36,,,,
-7.95E-01,1.44,,,,
-7.94E-01,1.52,,,,
-7.94E-01,1.52,,,,
-7.94E-01,1.52,,,,
-7.93E-01,1.44,,,,
-7.93E-01,1.52,,,,
-7.92E-01,1.52,,,,
-7.92E-01,1.52,,,,
-7.92E-01,1.6,,,,
-7.91E-01,1.52,,,,
-7.91E-01,1.44,,,,
-7.90E-01,1.44,,,,
-7.90E-01,1.52,,,,
-7.90E-01,1.52,,,,
-7.89E-01,1.52,,,,
-7.89E-01,1.68,,,,
-7.88E-01,1.6,,,,
-7.88E-01,1.52,,,,
-7.88E-01,1.52,,,,
-7.87E-01,1.6,,,,
-7.87E-01,1.2,,,,
-7.86E-01,1.6,,,,
-7.86E-01,1.36,,,,
-7.86E-01,1.52,,,,
-7.85E-01,1.52,,,,
-7.85E-01,1.52,,,,
-7.84E-01,1.68,,,,
-7.84E-01,1.52,,,,
-7.84E-01,1.6,,,,
-7.83E-01,1.68,,,,
-7.83E-01,1.52,,,,
-7.82E-01,1.52,,,,
-7.82E-01,1.6,,,,
-7.82E-01,1.68,,,,
-7.81E-01,1.44,,,,
-7.81E-01,1.52,,,,
-7.80E-01,1.52,,,,
-7.80E-01,1.52,,,,
-7.80E-01,1.44,,,,
-7.79E-01,1.36,,,,
-7.79E-01,1.52,,,,
-7.78E-01,1.52,,,,
-7.78E-01,1.52,,,,
-7.78E-01,1.36,,,,
-7.77E-01,1.44,,,,
-7.77E-01,1.6,,,,
-7.76E-01,1.6,,,,
-7.76E-01,1.52,,,,
-7.76E-01,1.6,,,,
-7.75E-01,1.76,,,,
-7.75E-01,1.6,,,,
-7.74E-01,1.52,,,,
-7.74E-01,1.52,,,,
-7.74E-01,1.36,,,,
-7.73E-01,1.52,,,,
-7.73E-01,1.76,,,,
-7.72E-01,1.44,,,,
-7.72E-01,1.52,,,,
-7.72E-01,1.52,,,,
-7.71E-01,1.44,,,,
-7.71E-01,1.6,,,,
-7.70E-01,1.44,,,,
-7.70E-01,1.6,,,,
-7.70E-01,1.52,,,,
-7.69E-01,1.52,,,,
-7.69E-01,1.44,,,,
-7.68E-01,1.52,,,,
-7.68E-01,1.52,,,,
-7.68E-01,1.52,,,,
-7.67E-01,1.52,,,,
-7.67E-01,1.68,,,,
-7.66E-01,1.52,,,,
-7.66E-01,1.52,,,,
-7.66E-01,1.68,,,,
-7.65E-01,1.52,,,,
-7.65E-01,1.52,,,,
-7.64E-01,1.6,,,,
-7.64E-01,1.52,,,,
-7.64E-01,1.44,,,,
-7.63E-01,1.52,,,,
-7.63E-01,1.52,,,,
-7.62E-01,1.52,,,,
-7.62E-01,1.2,,,,
-7.62E-01,1.52,,,,
-7.61E-01,1.68,,,,
-7.61E-01,1.6,,,,
-7.60E-01,1.6,,,,
-7.60E-01,1.6,,,,
-7.60E-01,1.6,,,,
-7.59E-01,1.68,,,,
-7.59E-01,1.52,,,,
-7.58E-01,1.52,,,,
-7.58E-01,1.52,,,,
-7.58E-01,1.52,,,,
-7.57E-01,1.6,,,,
-7.57E-01,1.6,,,,
-7.56E-01,1.36,,,,
-7.56E-01,1.52,,,,
-7.56E-01,1.52,,,,
-7.55E-01,1.44,,,,
-7.55E-01,1.36,,,,
-7.54E-01,1.6,,,,
-7.54E-01,1.52,,,,
-7.54E-01,1.52,,,,
-7.53E-01,1.44,,,,
-7.53E-01,1.52,,,,
-7.52E-01,1.68,,,,
-7.52E-01,1.52,,,,
-7.52E-01,1.44,,,,
-7.51E-01,1.44,,,,
-7.51E-01,1.6,,,,
-7.50E-01,1.6,,,,
-7.50E-01,1.52,,,,
-7.50E-01,1.52,,,,
-7.49E-01,1.6,,,,
-7.49E-01,1.68,,,,
-7.48E-01,1.52,,,,
-7.48E-01,1.44,,,,
-7.48E-01,1.52,,,,
-7.47E-01,1.52,,,,
-7.47E-01,1.68,,,,
-7.46E-01,1.44,,,,
-7.46E-01,1.52,,,,
-7.46E-01,1.52,,,,
-7.45E-01,1.6,,,,
-7.45E-01,1.6,,,,
-7.44E-01,1.44,,,,
-7.44E-01,1.28,,,,
-7.44E-01,1.52,,,,
-7.43E-01,1.68,,,,
-7.43E-01,1.44,,,,
-7.42E-01,1.36,,,,
-7.42E-01,1.6,,,,
-7.42E-01,1.6,,,,
-7.41E-01,1.6,,,,
-7.41E-01,1.6,,,,
-7.40E-01,1.6,,,,
-7.40E-01,1.6,,,,
-7.40E-01,1.44,,,,
-7.39E-01,1.6,,,,
-7.39E-01,1.68,,,,
-7.38E-01,1.52,,,,
-7.38E-01,1.52,,,,
-7.38E-01,1.6,,,,
-7.37E-01,1.6,,,,
-7.37E-01,1.52,,,,
-7.36E-01,1.52,,,,
-7.36E-01,1.52,,,,
-7.36E-01,1.52,,,,
-7.35E-01,1.52,,,,
-7.35E-01,1.52,,,,
-7.34E-01,1.44,,,,
-7.34E-01,1.52,,,,
-7.34E-01,1.6,,,,
-7.33E-01,1.52,,,,
-7.33E-01,1.52,,,,
-7.32E-01,1.44,,,,
-7.32E-01,1.36,,,,
-7.32E-01,1.52,,,,
-7.31E-01,1.52,,,,
-7.31E-01,1.6,,,,
-7.30E-01,1.36,,,,
-7.30E-01,1.52,,,,
-7.30E-01,1.52,,,,
-7.29E-01,1.68,,,,
-7.29E-01,1.44,,,,
-7.28E-01,1.52,,,,
-7.28E-01,1.36,,,,
-7.28E-01,1.6,,,,
-7.27E-01,1.44,,,,
-7.27E-01,1.44,,,,
-7.26E-01,1.6,,,,
-7.26E-01,1.44,,,,
-7.26E-01,1.6,,,,
-7.25E-01,1.52,,,,
-7.25E-01,1.52,,,,
-7.24E-01,1.6,,,,
-7.24E-01,1.52,,,,
-7.24E-01,1.44,,,,
-7.23E-01,1.44,,,,
-7.23E-01,1.6,,,,
-7.22E-01,1.6,,,,
-7.22E-01,1.52,,,,
-7.22E-01,1.44,,,,
-7.21E-01,1.36,,,,
-7.21E-01,1.6,,,,
-7.20E-01,1.52,,,,
-7.20E-01,1.44,,,,
-7.20E-01,1.52,,,,
-7.19E-01,1.6,,,,
